,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
77058,City Hotel,1,262,2015,November,46,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-09-04
77059,City Hotel,1,262,2015,November,46,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-09-04
77060,City Hotel,1,262,2015,November,46,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-09-04
77061,City Hotel,1,262,2015,November,46,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-09-04
78690,City Hotel,0,0,2015,November,46,9,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-11
78948,City Hotel,0,4,2015,November,46,9,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-10
79041,City Hotel,0,10,2015,November,46,9,1,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,1,No Deposit,,,0,Transient,76.0,0,0,Check-Out,2015-11-11
80007,City Hotel,1,2,2015,November,46,9,3,8,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,95.81,0,0,Canceled,2015-11-09
80014,City Hotel,0,0,2015,November,46,9,1,0,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,91.0,0,1,Check-Out,2015-11-10
80021,City Hotel,0,0,2015,November,46,9,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,85.0,1,0,Check-Out,2015-11-10
80022,City Hotel,0,0,2015,November,46,9,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,137.0,0,Transient,65.0,0,0,Check-Out,2015-11-10
80063,City Hotel,0,5,2015,November,46,9,1,1,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.0,0,1,Check-Out,2015-11-11
80131,City Hotel,0,2,2015,November,46,9,1,2,1,0.0,0,BB,USA,Complementary,Direct,0,0,0,A,A,0,No Deposit,45.0,,0,Group,79.0,0,0,Check-Out,2015-11-12
80133,City Hotel,0,0,2015,November,46,9,1,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,100.0,1,1,Check-Out,2015-11-12
80142,City Hotel,0,49,2015,November,46,9,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2015-11-12
80144,City Hotel,0,49,2015,November,46,9,1,2,2,0.0,0,BB,MAR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2015-11-12
80145,City Hotel,0,6,2015,November,46,9,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.0,0,0,Check-Out,2015-11-12
80147,City Hotel,0,3,2015,November,46,9,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.0,0,0,Check-Out,2015-11-12
80178,City Hotel,0,49,2015,November,46,9,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2015-11-13
80179,City Hotel,0,2,2015,November,46,9,1,3,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.0,0,0,Check-Out,2015-11-13
80180,City Hotel,0,0,2015,November,46,9,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,106.0,1,1,Check-Out,2015-11-13
80187,City Hotel,0,0,2015,November,46,9,1,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,91.0,0,1,Check-Out,2015-11-13
80190,City Hotel,0,52,2015,November,46,9,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2015-11-13
80191,City Hotel,0,45,2015,November,46,9,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2015-11-13
80211,City Hotel,0,49,2015,November,46,9,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2015-11-14
80214,City Hotel,0,53,2015,November,46,9,1,4,2,0.0,1,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,64.6,0,3,Check-Out,2015-11-14
80235,City Hotel,0,3,2015,November,46,9,1,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,72.75,0,1,Check-Out,2015-11-15
2990,Resort Hotel,0,50,2015,November,46,10,0,2,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,,0,Transient,55.04,0,0,Check-Out,2015-11-12
2991,Resort Hotel,0,0,2015,November,46,10,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,0,Check-Out,2015-11-12
2992,Resort Hotel,1,39,2015,November,46,10,0,5,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
2993,Resort Hotel,1,39,2015,November,46,10,0,5,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
2994,Resort Hotel,1,39,2015,November,46,10,0,5,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
2995,Resort Hotel,1,42,2015,November,46,10,0,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,47.7,0,0,Canceled,2015-10-16
2996,Resort Hotel,1,39,2015,November,46,10,0,5,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
2997,Resort Hotel,0,36,2015,November,46,10,0,5,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,2,No Deposit,250.0,,0,Transient,73.2,1,0,Check-Out,2015-11-15
14114,Resort Hotel,0,7,2015,November,46,10,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,92.0,0,Transient,35.0,1,0,Check-Out,2015-11-11
14140,Resort Hotel,0,4,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,154.0,0,Transient,25.0,0,0,Check-Out,2015-11-11
14167,Resort Hotel,0,6,2015,November,46,10,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2015-11-11
18176,Resort Hotel,0,0,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,51.0,0,0,Check-Out,2015-11-11
18178,Resort Hotel,0,0,2015,November,46,10,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,68.0,1,0,Check-Out,2015-11-11
18179,Resort Hotel,0,32,2015,November,46,10,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,58.0,1,1,Check-Out,2015-11-11
18180,Resort Hotel,0,0,2015,November,46,10,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,68.0,0,1,Check-Out,2015-11-11
18182,Resort Hotel,0,0,2015,November,46,10,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,50.0,0,0,Check-Out,2015-11-12
18191,Resort Hotel,0,31,2015,November,46,10,0,4,3,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,2,No Deposit,,281.0,0,Transient-Party,54.0,0,0,Check-Out,2015-11-14
18192,Resort Hotel,0,31,2015,November,46,10,0,4,2,1.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,3,No Deposit,,281.0,0,Transient-Party,54.0,0,0,Check-Out,2015-11-14
18201,Resort Hotel,0,39,2015,November,46,10,0,5,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,185.0,281.0,0,Transient-Party,43.2,0,0,Check-Out,2015-11-15
18206,Resort Hotel,0,3,2015,November,46,10,0,5,2,0.0,0,BB,CHL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,71.2,1,0,Check-Out,2015-11-15
18210,Resort Hotel,0,29,2015,November,46,10,0,5,2,1.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,3,No Deposit,,281.0,0,Transient,60.0,0,1,Check-Out,2015-11-15
18214,Resort Hotel,0,42,2015,November,46,10,0,5,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,H,H,3,No Deposit,250.0,,0,Transient,114.0,1,0,Check-Out,2015-11-15
18254,Resort Hotel,0,27,2015,November,46,10,0,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,76.0,1,1,Check-Out,2015-11-15
45591,City Hotel,1,67,2015,November,46,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,104.55,0,1,Canceled,2015-10-19
45592,City Hotel,1,63,2015,November,46,10,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.53,0,1,Canceled,2015-10-12
45593,City Hotel,1,92,2015,November,46,10,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,72.25,0,2,Canceled,2015-08-11
74705,City Hotel,0,0,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,9,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2015-11-11
77308,City Hotel,0,1,2015,November,46,10,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,72.0,0,Transient,40.0,0,1,Check-Out,2015-11-12
79935,City Hotel,1,8,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,85.0,0,2,Canceled,2015-11-07
79936,City Hotel,1,8,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,85.0,0,2,Canceled,2015-11-07
80027,City Hotel,1,0,2015,November,46,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,,0,Transient,89.0,0,0,Canceled,2015-11-10
80070,City Hotel,0,55,2015,November,46,10,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,73.8,0,2,Check-Out,2015-11-11
80071,City Hotel,0,55,2015,November,46,10,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,73.8,0,2,Check-Out,2015-11-11
80074,City Hotel,0,1,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2015-11-11
80075,City Hotel,0,1,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2015-11-11
80139,City Hotel,0,15,2015,November,46,10,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.0,0,3,Check-Out,2015-11-12
80197,City Hotel,0,5,2015,November,46,10,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,104.0,1,1,Check-Out,2015-11-13
80207,City Hotel,0,1,2015,November,46,10,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,97.0,0,1,Check-Out,2015-11-14
80208,City Hotel,0,33,2015,November,46,10,0,4,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27.0,,0,Group,42.0,0,1,Check-Out,2015-11-14
80212,City Hotel,0,1,2015,November,46,10,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,83.2,0,0,Check-Out,2015-11-14
80213,City Hotel,0,48,2015,November,46,10,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,43.5,0,0,Check-Out,2015-11-14
80215,City Hotel,0,12,2015,November,46,10,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,0,Check-Out,2015-11-14
80218,City Hotel,0,39,2015,November,46,10,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,90.95,0,0,Check-Out,2015-11-14
80222,City Hotel,0,50,2015,November,46,10,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,69.0,0,0,Check-Out,2015-11-14
80223,City Hotel,0,20,2015,November,46,10,0,4,2,0.0,0,BB,ROU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,75.0,0,0,Check-Out,2015-11-14
80224,City Hotel,0,15,2015,November,46,10,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,0,Check-Out,2015-11-14
80225,City Hotel,0,5,2015,November,46,10,0,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,76.58,0,0,Check-Out,2015-11-14
80226,City Hotel,0,5,2015,November,46,10,0,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,76.58,0,1,Check-Out,2015-11-14
80227,City Hotel,0,56,2015,November,46,10,0,4,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,76.0,0,0,Check-Out,2015-11-14
80348,City Hotel,0,25,2015,November,46,10,2,5,2,0.0,0,BB,HRV,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,68.0,0,1,Check-Out,2015-11-17
2998,Resort Hotel,0,0,2015,November,46,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,79.0,1,0,Check-Out,2015-11-12
2999,Resort Hotel,0,6,2015,November,46,11,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,96.0,,0,Transient,37.0,1,0,Check-Out,2015-11-12
3000,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3001,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3002,Resort Hotel,0,32,2015,November,46,11,0,4,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,4,No Deposit,324.0,324.0,0,Transient-Party,40.5,1,0,Check-Out,2015-11-15
3003,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3004,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Canceled,2015-11-11
3005,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3006,Resort Hotel,1,56,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,53.0,0,1,Canceled,2015-09-22
3007,Resort Hotel,0,60,2015,November,46,11,0,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,53.0,0,1,Check-Out,2015-11-15
3008,Resort Hotel,0,166,2015,November,46,11,0,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,27.9,0,1,Check-Out,2015-11-15
3009,Resort Hotel,0,0,2015,November,46,11,0,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,73.0,0,0,Check-Out,2015-11-15
3010,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3011,Resort Hotel,1,37,2015,November,46,11,0,4,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Contract,48.0,0,2,Canceled,2015-11-05
3012,Resort Hotel,0,53,2015,November,46,11,0,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,85.5,1,1,Check-Out,2015-11-15
3013,Resort Hotel,0,60,2015,November,46,11,0,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,53.0,0,1,Check-Out,2015-11-15
3014,Resort Hotel,0,61,2015,November,46,11,0,4,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,3,No Deposit,281.0,,0,Contract,48.0,0,0,Check-Out,2015-11-15
3015,Resort Hotel,0,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15
3016,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3017,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3018,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3019,Resort Hotel,0,56,2015,November,46,11,0,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,53.0,0,1,Check-Out,2015-11-15
3020,Resort Hotel,1,32,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,281.0,0,Transient-Party,40.0,0,0,Canceled,2015-10-22
3021,Resort Hotel,0,32,2015,November,46,11,0,4,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,4,No Deposit,324.0,324.0,0,Transient-Party,43.2,0,0,Check-Out,2015-11-15
3022,Resort Hotel,0,166,2015,November,46,11,0,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,27.9,0,1,Check-Out,2015-11-15
3023,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3024,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3025,Resort Hotel,1,40,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10
3026,Resort Hotel,0,56,2015,November,46,11,0,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,53.0,0,1,Check-Out,2015-11-15
3027,Resort Hotel,1,56,2015,November,46,11,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,53.0,0,1,Canceled,2015-09-22
3028,Resort Hotel,0,60,2015,November,46,11,0,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,59.0,1,1,Check-Out,2015-11-15
3029,Resort Hotel,1,37,2015,November,46,11,0,4,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Contract,63.0,0,2,Canceled,2015-11-05
3030,Resort Hotel,0,39,2015,November,46,11,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,66.64,0,0,Check-Out,2015-11-16
3031,Resort Hotel,0,103,2015,November,46,11,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,49.59,0,2,Check-Out,2015-11-16
3032,Resort Hotel,0,32,2015,November,46,11,0,3,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,3,No Deposit,324.0,324.0,0,Transient,36.0,0,0,Check-Out,2015-11-14
3033,Resort Hotel,1,55,2015,November,46,11,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Contract,53.0,0,0,Canceled,2015-10-22
17991,Resort Hotel,1,1,2015,November,46,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,F,0,No Deposit,,88.0,0,Transient,35.0,0,0,Canceled,2015-11-11
18183,Resort Hotel,0,0,2015,November,46,11,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2015-11-12
18184,Resort Hotel,0,2,2015,November,46,11,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240.0,,0,Transient,46.4,0,1,Check-Out,2015-11-12
18186,Resort Hotel,0,1,2015,November,46,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,1,Check-Out,2015-11-12
18187,Resort Hotel,0,0,2015,November,46,11,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,80.0,0,0,Check-Out,2015-11-12
18196,Resort Hotel,0,5,2015,November,46,11,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,65.73,1,1,Check-Out,2015-11-14
45594,City Hotel,0,92,2015,November,46,11,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.25,0,0,Check-Out,2015-11-14
78389,City Hotel,0,5,2015,November,46,11,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-13
79527,City Hotel,1,16,2015,November,46,11,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,14.0,,0,Transient,107.0,0,0,Canceled,2015-10-28
79776,City Hotel,0,9,2015,November,46,11,0,2,1,0.0,0,BB,FRA,Corporate,Direct,0,0,1,A,A,0,No Deposit,,91.0,0,Transient,79.0,0,1,Check-Out,2015-11-13
80065,City Hotel,1,8,2015,November,46,11,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,76.5,0,0,Canceled,2015-11-11
80069,City Hotel,0,6,2015,November,46,11,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,0.0,0,1,Check-Out,2015-11-11
80072,City Hotel,0,0,2015,November,46,11,0,0,0,0.0,0,SC,PRT,Direct,Direct,1,0,0,D,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-11-11
80132,City Hotel,0,2,2015,November,46,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,95.0,0,0,Check-Out,2015-11-12
80135,City Hotel,0,2,2015,November,46,11,0,1,2,2.0,0,BB,PRT,Corporate,Corporate,0,0,0,F,F,0,No Deposit,,139.0,0,Transient,95.0,0,1,Check-Out,2015-11-12
80137,City Hotel,0,9,2015,November,46,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-12
80138,City Hotel,0,9,2015,November,46,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-12
80140,City Hotel,0,47,2015,November,46,11,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2015-11-13
80141,City Hotel,0,47,2015,November,46,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-12
80146,City Hotel,0,6,2015,November,46,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,113.0,1,0,Check-Out,2015-11-12
80152,City Hotel,0,18,2015,November,46,11,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0,2,Check-Out,2015-11-12
